Age,Salary,YearsExperience,NumCertifications,JobSatisfaction,JobTitle,Education,City,Promotion
49,139941,4,1,10,Product Manager,High School,Seattle,No Promotion
49,61826,13,4,8,Data Analyst,PhD,New York,Got Promotion
25,63890,3,4,8,Product Manager,High School,Chicago,Got Promotion
43,132428,5,3,6,Product Manager,High School,New York,No Promotion
33,108031,1,2,9,Data Scientist,Bachelor's,Austin,No Promotion
34,125020,2,2,3,Data Engineer,PhD,Austin,No Promotion
24,55495,0,3,2,Product Manager,Master's,Seattle,No Promotion
43,78481,1,1,2,Data Engineer,PhD,Seattle,No Promotion
33,61267,1,2,6,Software Engineer,High School,San Francisco,No Promotion
23,56743,7,2,7,Business Analyst,PhD,San Francisco,Got Promotion
45,104800,7,1,6,Data Engineer,PhD,Seattle,No Promotion
23,98773,1,0,3,Data Engineer,Bachelor's,Austin,No Promotion
48,107042,12,0,5,Product Manager,Bachelor's,New York,Got Promotion
44,99476,13,3,8,Web developer,PhD,Seattle,Got Promotion
30,142105,5,4,6,Product Manager,Bachelor's,New York,Got Promotion
22,78552,14,2,2,Product Manager,High School,San Francisco,Got Promotion
29,115242,4,2,7,Data Scientist,High School,New York,No Promotion
44,95772,2,3,8,Web developer,High School,Seattle,Got Promotion
27,93730,4,3,4,Business Analyst,Bachelor's,Austin,Got Promotion
27,78948,4,2,1,Data Scientist,PhD,Seattle,No Promotion
43,126311,4,1,2,Data Scientist,High School,Chicago,No Promotion
46,119093,2,1,4,Data Scientist,Master's,Chicago,No Promotion
39,119123,14,4,7,Web developer,High School,Chicago,No Promotion
38,66535,2,2,2,Software Engineer,PhD,Austin,No Promotion
33,116490,3,2,6,Business Analyst,High School,Seattle,No Promotion
27,96562,6,2,2,Software Engineer,Master's,Chicago,No Promotion
47,139080,11,2,7,Software Engineer,High School,Seattle,No Promotion
48,108535,11,3,2,Business Analyst,High School,San Francisco,No Promotion
29,148991,11,0,3,Software Engineer,PhD,Chicago,Got Promotion
40,91269,13,2,9,Web developer,High School,Chicago,No Promotion
49,130674,1,0,4,Business Analyst,High School,Austin,No Promotion
31,92462,9,1,5,Data Engineer,Bachelor's,Seattle,No Promotion
22,53127,3,4,9,Data Engineer,PhD,Austin,No Promotion
46,73147,3,1,7,Product Manager,PhD,Austin,No Promotion
34,95528,0,2,8,Data Scientist,PhD,Seattle,No Promotion
38,127095,9,1,3,Data Engineer,PhD,San Francisco,Got Promotion
24,118931,7,3,4,Data Engineer,High School,Seattle,No Promotion
29,140925,0,0,7,Software Engineer,Master's,San Francisco,No Promotion
35,116381,7,2,4,Business Analyst,Master's,Austin,No Promotion
24,149468,6,3,2,Data Analyst,Bachelor's,San Francisco,No Promotion
37,113749,8,0,10,Software Engineer,High School,San Francisco,Got Promotion
34,88672,7,3,6,Software Engineer,PhD,San Francisco,No Promotion
41,63731,4,1,9,Web developer,PhD,Chicago,Got Promotion
45,104512,7,2,2,Business Analyst,Master's,Chicago,No Promotion
38,148658,13,1,1,Data Analyst,Bachelor's,Austin,Got Promotion
34,101024,14,4,8,Data Analyst,High School,Seattle,Got Promotion
27,53832,10,2,1,Product Manager,Bachelor's,San Francisco,Got Promotion
38,82332,9,1,1,Software Engineer,High School,Chicago,Got Promotion
35,62467,11,2,3,Web developer,Bachelor's,Seattle,No Promotion
38,91025,14,0,5,Data Scientist,Bachelor's,San Francisco,Got Promotion
29,63107,11,2,9,Data Engineer,PhD,Seattle,No Promotion
32,127994,2,2,10,Software Engineer,Master's,New York,Got Promotion
41,144202,14,0,2,Data Scientist,PhD,San Francisco,No Promotion
49,93481,9,1,1,Data Scientist,Master's,Seattle,No Promotion
22,52581,6,2,1,Business Analyst,Bachelor's,San Francisco,Got Promotion
47,125118,11,3,8,Software Engineer,High School,San Francisco,No Promotion
28,101638,3,2,10,Business Analyst,PhD,New York,No Promotion
42,58418,4,1,10,Product Manager,High School,Seattle,Got Promotion
42,143627,8,0,10,Data Scientist,PhD,Austin,No Promotion
38,79113,6,1,2,Data Analyst,PhD,Chicago,No Promotion
31,134363,3,4,9,Data Scientist,PhD,San Francisco,No Promotion
32,113044,5,2,9,Product Manager,High School,San Francisco,No Promotion
43,129955,9,2,2,Data Scientist,PhD,San Francisco,No Promotion
30,111030,13,0,3,Business Analyst,PhD,San Francisco,No Promotion
30,61814,10,2,2,Software Engineer,PhD,Chicago,No Promotion
45,149340,6,3,6,Data Analyst,High School,Austin,No Promotion
26,60024,12,3,7,Business Analyst,PhD,New York,No Promotion
38,113288,9,1,6,Data Engineer,High School,Austin,Got Promotion
30,107836,12,0,3,Software Engineer,Master's,Chicago,No Promotion
38,57435,8,4,3,Data Analyst,PhD,Seattle,Got Promotion
45,117084,3,1,2,Product Manager,Bachelor's,New York,No Promotion
42,120601,9,0,2,Data Scientist,Master's,New York,No Promotion
40,138416,2,0,5,Data Analyst,High School,Seattle,No Promotion
48,53407,7,1,8,Web developer,Bachelor's,San Francisco,Got Promotion
28,148943,14,1,6,Data Engineer,High School,Chicago,Got Promotion
44,82940,0,2,9,Product Manager,High School,Seattle,Got Promotion
30,55666,8,4,5,Software Engineer,PhD,Austin,No Promotion
28,87122,12,3,10,Web developer,Bachelor's,Austin,Got Promotion
34,75092,0,2,4,Data Analyst,High School,Seattle,No Promotion
32,125645,1,0,9,Product Manager,Master's,Chicago,Got Promotion
35,76505,12,4,10,Software Engineer,PhD,New York,No Promotion
40,86713,7,4,5,Web developer,Master's,New York,No Promotion
32,104387,8,1,1,Web developer,Master's,San Francisco,No Promotion
34,93169,6,4,5,Business Analyst,PhD,Chicago,No Promotion
35,123282,2,4,5,Data Scientist,High School,Austin,No Promotion
34,127511,6,0,5,Product Manager,Master's,Austin,No Promotion
22,101742,5,2,2,Web developer,High School,San Francisco,No Promotion
29,90522,1,4,6,Business Analyst,High School,Austin,Got Promotion
33,131132,2,1,5,Data Engineer,PhD,San Francisco,No Promotion
40,149397,10,2,2,Data Engineer,Master's,San Francisco,Got Promotion
33,53880,12,1,10,Software Engineer,Master's,Seattle,Got Promotion
29,93454,11,4,8,Web developer,PhD,New York,Got Promotion
29,105711,12,2,6,Web developer,High School,Chicago,Got Promotion
42,93539,9,4,10,Data Analyst,High School,Chicago,Got Promotion
34,118321,9,0,3,Web developer,PhD,New York,No Promotion
33,137985,12,2,9,Data Scientist,High School,Chicago,No Promotion
37,64799,11,1,4,Software Engineer,High School,Austin,No Promotion
22,110102,14,0,3,Product Manager,Master's,Austin,No Promotion
34,100726,4,3,7,Web developer,High School,Chicago,No Promotion
47,98784,9,1,8,Data Scientist,High School,Seattle,No Promotion
28,93333,3,4,7,Web developer,High School,Chicago,No Promotion
49,90828,1,1,1,Business Analyst,High School,San Francisco,Got Promotion
47,119526,3,3,1,Data Scientist,PhD,San Francisco,No Promotion
26,104362,11,1,5,Business Analyst,PhD,New York,No Promotion
29,103997,7,0,8,Software Engineer,PhD,Austin,No Promotion
46,100341,4,1,10,Web developer,High School,Seattle,No Promotion
48,69073,4,2,3,Data Analyst,PhD,Chicago,Got Promotion
35,64549,12,3,8,Data Engineer,Bachelor's,San Francisco,No Promotion
44,133795,11,1,3,Data Scientist,Bachelor's,Austin,No Promotion
34,106920,11,3,4,Data Analyst,Bachelor's,Austin,No Promotion
36,135326,9,0,10,Data Analyst,Master's,Seattle,No Promotion
44,125515,2,2,7,Data Engineer,High School,Seattle,No Promotion
38,70316,12,4,3,Data Scientist,Master's,Seattle,No Promotion
36,76183,7,1,4,Web developer,PhD,Seattle,No Promotion
41,143860,5,0,8,Data Scientist,High School,San Francisco,No Promotion
39,74624,1,3,4,Data Analyst,Bachelor's,Seattle,Got Promotion
39,112515,1,3,9,Product Manager,High School,Austin,No Promotion
23,135781,8,0,4,Product Manager,Master's,Austin,No Promotion
25,96705,12,1,4,Data Scientist,PhD,Chicago,No Promotion
22,139326,6,4,5,Data Analyst,PhD,Austin,No Promotion
25,76756,9,1,1,Data Analyst,Master's,Austin,Got Promotion
39,110390,8,2,7,Software Engineer,High School,San Francisco,No Promotion
26,118369,13,1,9,Data Analyst,Master's,Austin,Got Promotion
40,120821,5,2,9,Data Engineer,PhD,New York,No Promotion
36,59589,14,3,1,Product Manager,Bachelor's,Austin,Got Promotion
49,64116,4,2,6,Software Engineer,PhD,Chicago,No Promotion
29,123181,11,4,3,Web developer,PhD,Chicago,No Promotion
41,94786,0,0,4,Data Engineer,High School,Seattle,No Promotion
38,144686,11,2,8,Web developer,Bachelor's,San Francisco,No Promotion
22,126425,5,1,4,Product Manager,PhD,Chicago,No Promotion
33,80286,5,2,8,Data Engineer,Bachelor's,New York,No Promotion
47,65994,2,3,4,Business Analyst,Master's,New York,Got Promotion
40,140198,2,2,9,Data Scientist,High School,Seattle,No Promotion
36,76639,14,4,6,Business Analyst,Bachelor's,San Francisco,No Promotion
30,67205,2,2,1,Data Scientist,Bachelor's,San Francisco,Got Promotion
28,106677,2,4,10,Product Manager,High School,Austin,No Promotion
23,82930,6,1,2,Product Manager,Master's,New York,Got Promotion
30,123313,9,3,7,Business Analyst,Bachelor's,New York,No Promotion
31,143851,10,0,10,Data Engineer,High School,New York,No Promotion
23,142509,1,1,7,Web developer,PhD,New York,No Promotion
40,68316,9,1,3,Data Scientist,High School,Chicago,Got Promotion
32,77304,12,0,1,Data Scientist,PhD,San Francisco,Got Promotion
34,146058,9,2,8,Software Engineer,Bachelor's,Austin,Got Promotion
31,137876,1,2,10,Data Analyst,Bachelor's,Chicago,No Promotion
35,135366,2,2,10,Data Engineer,Bachelor's,San Francisco,Got Promotion
39,63403,9,3,7,Data Engineer,Master's,Seattle,No Promotion
40,130052,11,1,10,Software Engineer,Master's,New York,No Promotion
43,134627,6,4,8,Product Manager,PhD,Austin,Got Promotion
30,123495,2,0,1,Business Analyst,High School,San Francisco,No Promotion
46,81932,6,1,3,Data Engineer,PhD,Seattle,No Promotion
28,146090,8,2,2,Data Scientist,High School,New York,No Promotion
49,86701,10,0,1,Software Engineer,Bachelor's,Seattle,Got Promotion
24,53385,9,4,5,Business Analyst,High School,Seattle,No Promotion
41,149226,11,1,3,Web developer,Master's,Chicago,No Promotion
27,107241,14,1,10,Business Analyst,High School,Seattle,Got Promotion
48,60367,10,3,8,Data Engineer,High School,Chicago,No Promotion
42,115030,3,1,6,Data Analyst,Bachelor's,Chicago,No Promotion
23,96505,6,1,10,Data Scientist,Bachelor's,Seattle,No Promotion
27,83332,8,4,9,Business Analyst,Master's,San Francisco,Got Promotion
24,135178,13,4,9,Web developer,High School,Seattle,No Promotion
37,126325,7,0,6,Data Scientist,High School,Seattle,No Promotion
29,85268,7,2,2,Data Engineer,High School,San Francisco,No Promotion
23,136486,8,4,9,Software Engineer,Bachelor's,New York,No Promotion
38,75563,13,0,2,Web developer,Master's,Austin,No Promotion
30,86404,4,1,3,Business Analyst,High School,New York,No Promotion
33,105182,13,0,6,Web developer,High School,Seattle,No Promotion
24,82991,4,0,2,Data Engineer,High School,New York,Got Promotion
32,97663,2,0,5,Business Analyst,High School,Austin,Got Promotion
22,115886,4,0,2,Web developer,Master's,New York,Got Promotion
44,133848,7,4,4,Software Engineer,Master's,Austin,No Promotion
34,74127,11,2,3,Web developer,Master's,New York,No Promotion
36,107692,4,0,5,Data Scientist,Bachelor's,Chicago,No Promotion
47,144389,3,3,6,Data Scientist,High School,Seattle,Got Promotion
26,87500,7,1,7,Business Analyst,High School,Austin,No Promotion
42,83785,6,1,10,Data Engineer,High School,Seattle,Got Promotion
38,134146,14,1,8,Software Engineer,High School,Chicago,No Promotion
46,139126,13,1,9,Product Manager,PhD,New York,No Promotion
44,144979,13,1,4,Data Scientist,Master's,Seattle,No Promotion
45,97997,5,0,4,Web developer,PhD,New York,No Promotion
46,57170,4,2,7,Product Manager,PhD,New York,No Promotion
27,63303,13,3,10,Web developer,Bachelor's,Seattle,No Promotion
49,121743,4,4,10,Business Analyst,Bachelor's,Austin,No Promotion
42,127852,12,3,9,Product Manager,High School,Austin,No Promotion
43,85187,9,4,2,Data Engineer,PhD,Seattle,No Promotion
32,115034,1,4,6,Web developer,PhD,Austin,Got Promotion
39,121776,12,3,10,Data Engineer,Master's,San Francisco,No Promotion
25,51893,14,0,10,Web developer,PhD,New York,No Promotion
24,63753,3,1,8,Product Manager,Bachelor's,Seattle,No Promotion
34,88090,7,0,5,Data Engineer,PhD,Chicago,Got Promotion
44,114922,7,1,5,Data Scientist,Bachelor's,Seattle,No Promotion
30,126768,10,2,8,Business Analyst,High School,Seattle,Got Promotion
42,109412,0,4,1,Product Manager,Bachelor's,New York,No Promotion
27,106030,1,3,6,Web developer,High School,Chicago,No Promotion
47,67509,4,2,10,Data Scientist,Master's,New York,No Promotion
49,118653,8,1,9,Web developer,High School,Austin,No Promotion
33,86929,9,0,6,Product Manager,PhD,Seattle,No Promotion
23,98291,10,3,7,Web developer,Bachelor's,New York,No Promotion
24,54042,11,4,4,Data Scientist,High School,San Francisco,No Promotion
24,112574,12,2,10,Data Engineer,High School,Seattle,No Promotion
49,87201,10,4,1,Data Engineer,High School,Austin,Got Promotion
33,142282,6,1,9,Business Analyst,High School,New York,No Promotion
36,64016,9,4,6,Web developer,High School,New York,No Promotion
30,75022,4,0,3,Data Engineer,High School,San Francisco,Got Promotion
44,77938,0,2,4,Software Engineer,Bachelor's,Austin,No Promotion
29,93678,14,2,10,Data Scientist,PhD,San Francisco,No Promotion
32,111720,14,0,6,Data Scientist,PhD,Seattle,Got Promotion
37,106805,5,4,6,Product Manager,High School,Chicago,No Promotion
47,124323,11,0,9,Business Analyst,Bachelor's,New York,Got Promotion
48,51986,7,3,4,Data Analyst,High School,San Francisco,No Promotion
46,126478,6,0,5,Data Engineer,Master's,New York,No Promotion
43,132994,1,4,5,Data Analyst,PhD,New York,No Promotion
25,62161,11,0,3,Software Engineer,High School,San Francisco,No Promotion
49,70689,4,1,2,Business Analyst,Bachelor's,New York,No Promotion
22,144699,13,0,8,Data Scientist,PhD,Austin,No Promotion
45,110924,10,0,10,Data Analyst,Bachelor's,Austin,Got Promotion
28,149273,3,4,9,Software Engineer,Master's,Chicago,Got Promotion
23,124308,8,3,10,Business Analyst,High School,Austin,Got Promotion
45,113745,9,3,9,Software Engineer,Master's,San Francisco,Got Promotion
49,51211,0,4,5,Data Engineer,PhD,Austin,No Promotion
26,50229,11,4,9,Data Analyst,High School,Chicago,Got Promotion
28,98542,5,4,4,Product Manager,PhD,Seattle,No Promotion
25,64345,2,1,2,Product Manager,High School,Seattle,No Promotion
26,81819,10,2,3,Business Analyst,Bachelor's,San Francisco,Got Promotion
45,97779,8,0,1,Software Engineer,PhD,Chicago,No Promotion
22,132421,4,4,5,Data Scientist,Master's,Austin,Got Promotion
22,142244,12,4,1,Data Analyst,Master's,Chicago,No Promotion
36,115584,5,4,1,Product Manager,Bachelor's,New York,No Promotion
41,69950,10,3,7,Product Manager,Bachelor's,Chicago,No Promotion
40,65173,8,4,2,Software Engineer,Master's,Austin,No Promotion
31,108032,8,0,8,Product Manager,Bachelor's,San Francisco,Got Promotion
49,149273,7,4,6,Web developer,High School,New York,Got Promotion
39,78036,8,0,4,Software Engineer,Master's,Chicago,No Promotion
49,121356,3,1,9,Data Analyst,PhD,Seattle,No Promotion
24,64292,5,2,10,Software Engineer,Master's,Austin,No Promotion
32,53052,4,3,8,Product Manager,Bachelor's,San Francisco,Got Promotion
36,94377,4,0,10,Software Engineer,High School,Austin,No Promotion
48,139317,3,1,3,Product Manager,PhD,Chicago,Got Promotion
32,117838,1,2,3,Data Engineer,Master's,San Francisco,No Promotion
38,117819,11,2,4,Business Analyst,Master's,Seattle,Got Promotion
38,65620,5,2,9,Product Manager,PhD,New York,No Promotion
27,80461,8,0,9,Web developer,High School,Chicago,No Promotion
26,70750,11,1,5,Web developer,Bachelor's,San Francisco,No Promotion
29,148426,0,4,9,Web developer,Bachelor's,New York,Got Promotion
23,138719,13,1,6,Web developer,Bachelor's,San Francisco,Got Promotion
37,59472,6,1,8,Product Manager,Bachelor's,Chicago,No Promotion
41,119263,5,1,8,Product Manager,PhD,San Francisco,No Promotion
45,107602,2,0,10,Business Analyst,High School,Seattle,Got Promotion
33,75523,0,0,7,Data Engineer,High School,San Francisco,Got Promotion
27,80766,12,0,4,Data Scientist,Master's,Chicago,No Promotion
22,116060,3,1,4,Product Manager,Master's,San Francisco,No Promotion
25,59079,14,0,6,Data Scientist,High School,New York,No Promotion
38,58399,13,2,9,Data Analyst,Master's,New York,Got Promotion
34,110726,8,0,7,Data Engineer,High School,Austin,No Promotion
39,142906,14,3,5,Software Engineer,PhD,Austin,No Promotion
26,66532,1,0,5,Data Scientist,PhD,Seattle,No Promotion
45,132357,2,0,8,Web developer,Bachelor's,New York,No Promotion
45,93162,1,0,6,Data Engineer,High School,Austin,No Promotion
48,53749,13,0,1,Data Analyst,PhD,San Francisco,No Promotion
24,61353,1,3,1,Data Engineer,High School,Seattle,No Promotion
32,78477,9,4,9,Software Engineer,Master's,Chicago,Got Promotion
34,74570,10,0,8,Product Manager,High School,Austin,Got Promotion
25,136373,10,2,6,Product Manager,Bachelor's,Austin,No Promotion
47,61437,7,3,1,Web developer,Bachelor's,New York,No Promotion
48,88104,2,4,2,Product Manager,PhD,Seattle,No Promotion
35,113370,6,0,10,Business Analyst,Master's,New York,Got Promotion
43,54551,7,4,3,Business Analyst,Master's,New York,Got Promotion
32,118359,2,2,10,Business Analyst,High School,Seattle,Got Promotion
48,104880,1,3,3,Web developer,Master's,San Francisco,Got Promotion
31,62916,12,3,2,Business Analyst,Bachelor's,Austin,No Promotion
40,130703,12,4,2,Data Analyst,PhD,New York,No Promotion
39,91445,7,0,6,Web developer,PhD,Austin,No Promotion
27,97636,2,1,7,Data Engineer,PhD,Seattle,Got Promotion
48,123927,6,3,4,Data Analyst,Master's,San Francisco,No Promotion
36,128194,11,1,1,Product Manager,Master's,Chicago,Got Promotion
42,79685,0,3,6,Software Engineer,Bachelor's,San Francisco,Got Promotion
31,101134,13,0,7,Business Analyst,High School,Seattle,Got Promotion
26,138916,14,0,4,Data Engineer,High School,San Francisco,No Promotion
47,144455,11,3,6,Software Engineer,PhD,Chicago,No Promotion
26,117847,5,4,9,Web developer,PhD,New York,Got Promotion
31,89993,11,0,4,Web developer,Master's,San Francisco,No Promotion
49,94333,11,0,10,Data Analyst,PhD,Seattle,No Promotion
26,108865,12,2,4,Business Analyst,Bachelor's,San Francisco,Got Promotion
24,129096,8,0,10,Web developer,Bachelor's,Chicago,Got Promotion
44,99756,11,2,5,Data Analyst,PhD,Seattle,No Promotion
27,111192,2,0,3,Data Analyst,PhD,San Francisco,Got Promotion
25,110686,13,0,10,Data Scientist,PhD,Seattle,No Promotion
39,98733,6,4,2,Data Engineer,PhD,Chicago,No Promotion
49,75993,12,4,9,Data Analyst,PhD,New York,No Promotion
30,80492,5,0,1,Product Manager,Bachelor's,Chicago,Got Promotion
38,70981,7,3,5,Web developer,High School,New York,No Promotion
34,74143,2,3,5,Data Analyst,Bachelor's,Austin,No Promotion
48,127603,2,0,8,Business Analyst,Bachelor's,Chicago,No Promotion
36,139452,3,3,6,Web developer,PhD,New York,Got Promotion
41,110277,2,0,6,Web developer,High School,Austin,No Promotion
38,99990,8,4,6,Product Manager,PhD,Austin,No Promotion
34,112888,10,1,4,Data Analyst,Bachelor's,Austin,No Promotion
37,119351,3,2,1,Product Manager,High School,Seattle,No Promotion
43,147372,5,3,3,Data Analyst,Master's,Chicago,No Promotion
25,99999,7,3,10,Data Engineer,PhD,Chicago,Got Promotion
26,120309,10,4,6,Product Manager,Master's,Chicago,No Promotion
26,62446,12,3,5,Software Engineer,Master's,Chicago,Got Promotion
30,80733,7,0,10,Data Scientist,Master's,Seattle,No Promotion
38,126000,14,0,1,Product Manager,Master's,Chicago,No Promotion
34,98632,4,1,5,Business Analyst,High School,New York,No Promotion
23,71576,4,1,2,Data Scientist,PhD,Austin,No Promotion
34,53320,5,1,1,Data Scientist,High School,Seattle,Got Promotion
43,60750,9,0,4,Data Analyst,PhD,Seattle,Got Promotion
42,103463,6,1,6,Product Manager,PhD,Chicago,No Promotion
48,76572,12,1,7,Data Engineer,PhD,Austin,No Promotion
44,67948,12,0,9,Web developer,High School,New York,No Promotion
40,88826,9,4,5,Data Scientist,Bachelor's,Austin,No Promotion
24,139051,13,3,8,Business Analyst,Master's,San Francisco,Got Promotion
31,77867,6,2,8,Data Engineer,Bachelor's,Austin,Got Promotion
23,110231,12,0,9,Data Engineer,Bachelor's,New York,No Promotion
34,116262,3,0,3,Business Analyst,Bachelor's,New York,No Promotion
40,141356,5,2,3,Web developer,Master's,New York,No Promotion
47,122233,6,2,9,Business Analyst,Bachelor's,Seattle,Got Promotion
38,94678,4,1,7,Data Analyst,Master's,Seattle,No Promotion
42,62963,4,2,4,Software Engineer,Master's,San Francisco,No Promotion
35,114360,1,3,1,Web developer,Master's,Austin,No Promotion
33,99434,6,3,7,Product Manager,PhD,Chicago,No Promotion
42,116617,11,3,10,Data Scientist,PhD,San Francisco,No Promotion
33,70269,5,3,6,Product Manager,Bachelor's,Chicago,Got Promotion
32,126312,10,3,3,Data Engineer,PhD,Chicago,Got Promotion
28,147352,0,1,5,Data Scientist,Master's,San Francisco,No Promotion
25,129732,3,0,3,Web developer,PhD,Austin,No Promotion
40,131494,2,2,8,Data Analyst,Master's,Chicago,No Promotion
22,138905,11,0,5,Product Manager,High School,Seattle,Got Promotion
49,127225,14,2,10,Data Analyst,PhD,Seattle,No Promotion
45,132867,2,1,10,Data Analyst,Bachelor's,San Francisco,Got Promotion
24,87528,6,1,6,Web developer,High School,Chicago,Got Promotion
34,128972,10,4,2,Product Manager,High School,San Francisco,No Promotion
36,115602,11,4,8,Product Manager,PhD,Seattle,No Promotion
23,146261,9,1,9,Web developer,PhD,San Francisco,Got Promotion
32,140748,3,1,3,Web developer,Bachelor's,Chicago,No Promotion
25,83332,14,2,6,Data Scientist,High School,Chicago,No Promotion
40,140937,11,1,6,Data Engineer,Master's,Seattle,No Promotion
38,128929,7,0,2,Data Engineer,PhD,New York,No Promotion
24,119206,10,2,10,Web developer,High School,New York,Got Promotion
49,141137,8,1,8,Business Analyst,High School,Austin,No Promotion
39,52251,2,2,5,Data Analyst,Master's,Seattle,No Promotion
29,95717,4,2,8,Data Engineer,High School,Austin,Got Promotion
43,149108,3,3,8,Software Engineer,PhD,Seattle,No Promotion
46,77027,13,4,3,Web developer,Master's,Chicago,Got Promotion
45,147382,11,2,5,Web developer,PhD,Seattle,No Promotion
47,136551,9,2,7,Data Scientist,Bachelor's,San Francisco,No Promotion
40,59583,14,3,5,Web developer,High School,Austin,No Promotion
26,100387,5,1,6,Data Scientist,PhD,Seattle,Got Promotion
28,73104,10,2,2,Business Analyst,PhD,Austin,Got Promotion
42,62224,9,3,8,Business Analyst,Bachelor's,Seattle,No Promotion
29,110624,3,0,5,Web developer,High School,New York,Got Promotion
49,106058,7,3,6,Data Analyst,PhD,Austin,Got Promotion
26,146372,2,4,1,Data Scientist,Master's,Chicago,No Promotion
38,79299,10,4,10,Data Scientist,PhD,Chicago,No Promotion
26,128572,4,1,2,Software Engineer,PhD,Seattle,No Promotion
25,135469,12,1,4,Data Analyst,PhD,Chicago,No Promotion
43,127928,0,4,9,Data Analyst,PhD,Chicago,No Promotion
40,123474,12,4,6,Data Engineer,High School,Austin,No Promotion
48,54141,14,2,8,Business Analyst,PhD,Seattle,No Promotion
42,73350,5,4,2,Data Engineer,Bachelor's,Austin,No Promotion
23,125082,10,1,10,Data Analyst,PhD,Seattle,No Promotion
32,120871,4,4,5,Web developer,Master's,Chicago,No Promotion
43,55077,7,1,1,Software Engineer,Master's,Seattle,No Promotion
34,96015,8,0,4,Web developer,PhD,Seattle,No Promotion
36,121147,7,4,10,Web developer,PhD,San Francisco,Got Promotion
33,109180,7,1,1,Data Analyst,Bachelor's,Seattle,No Promotion
43,90857,11,3,9,Data Engineer,Bachelor's,San Francisco,No Promotion
42,109840,13,2,2,Product Manager,High School,Austin,No Promotion
43,109902,12,1,7,Web developer,High School,San Francisco,No Promotion
32,55577,2,4,3,Web developer,Master's,Austin,Got Promotion
28,70002,3,4,2,Product Manager,PhD,Seattle,No Promotion
49,100711,14,0,4,Software Engineer,PhD,Austin,No Promotion
26,89451,10,3,7,Business Analyst,Bachelor's,Chicago,No Promotion
38,149811,3,1,7,Data Scientist,Bachelor's,Seattle,No Promotion
45,99103,14,3,9,Data Analyst,High School,San Francisco,No Promotion
41,78647,14,0,3,Data Engineer,High School,New York,No Promotion
30,84831,13,2,7,Business Analyst,Master's,Seattle,No Promotion
35,146498,10,3,6,Data Engineer,Bachelor's,Chicago,Got Promotion
47,145119,4,0,10,Business Analyst,PhD,Austin,No Promotion
33,116830,12,1,7,Data Analyst,Bachelor's,San Francisco,No Promotion
27,130632,8,2,7,Data Scientist,Bachelor's,San Francisco,No Promotion
38,86833,11,4,10,Data Analyst,Bachelor's,Chicago,Got Promotion
40,142864,8,0,5,Data Scientist,High School,Chicago,No Promotion
40,74398,9,4,9,Data Engineer,PhD,Seattle,No Promotion
47,111554,12,2,7,Software Engineer,PhD,New York,No Promotion
37,100755,11,0,7,Data Scientist,High School,New York,No Promotion
33,67706,13,0,3,Business Analyst,High School,Austin,No Promotion
33,72340,0,2,1,Software Engineer,PhD,San Francisco,Got Promotion
41,114994,13,1,5,Data Engineer,Master's,Seattle,No Promotion
27,113884,13,0,8,Product Manager,Bachelor's,San Francisco,Got Promotion
44,134361,7,2,5,Software Engineer,PhD,Seattle,No Promotion
47,67482,13,3,10,Data Scientist,High School,Chicago,Got Promotion
25,104225,0,4,3,Software Engineer,PhD,Austin,No Promotion
27,108849,1,0,9,Data Engineer,Bachelor's,Chicago,No Promotion
32,124854,6,3,2,Software Engineer,PhD,San Francisco,Got Promotion
22,91256,14,0,3,Data Engineer,High School,Austin,No Promotion
45,131110,7,1,4,Product Manager,Master's,Seattle,Got Promotion
44,64650,0,2,10,Data Scientist,High School,Seattle,No Promotion
36,96118,14,0,1,Web developer,Master's,Austin,Got Promotion
48,78930,2,2,4,Business Analyst,Bachelor's,Chicago,No Promotion
32,135707,6,0,4,Software Engineer,High School,Austin,Got Promotion
46,61801,12,1,9,Web developer,PhD,Chicago,No Promotion
40,101360,8,1,8,Data Analyst,High School,Austin,No Promotion
39,137908,7,3,2,Business Analyst,High School,Chicago,Got Promotion
38,66559,7,1,7,Software Engineer,Bachelor's,New York,Got Promotion
40,82334,14,2,6,Business Analyst,Master's,Austin,No Promotion
42,63288,8,1,7,Web developer,Master's,Chicago,No Promotion
35,72398,9,0,4,Data Analyst,PhD,San Francisco,No Promotion
48,126230,2,1,5,Business Analyst,High School,San Francisco,No Promotion
39,62191,7,2,6,Web developer,Bachelor's,Austin,No Promotion
49,68051,0,0,9,Business Analyst,Master's,Austin,Got Promotion
40,111715,7,3,2,Data Analyst,PhD,Seattle,No Promotion
36,60737,12,3,9,Data Analyst,Master's,Chicago,No Promotion
36,115140,6,3,10,Data Analyst,PhD,Austin,Got Promotion
25,75251,12,0,1,Product Manager,Master's,San Francisco,No Promotion
28,100975,14,3,4,Data Engineer,PhD,San Francisco,No Promotion
34,55147,7,1,5,Data Engineer,Master's,San Francisco,Got Promotion
24,100508,0,0,9,Web developer,Master's,Chicago,Got Promotion
37,102224,5,0,6,Data Analyst,High School,New York,Got Promotion
30,69643,6,0,4,Web developer,PhD,Austin,Got Promotion
29,88967,13,4,2,Data Engineer,PhD,New York,No Promotion
41,148850,10,2,5,Business Analyst,High School,Chicago,No Promotion
34,90733,4,4,8,Data Analyst,High School,Austin,Got Promotion
38,134003,13,4,8,Software Engineer,Master's,Seattle,No Promotion
38,84808,4,4,6,Data Analyst,Master's,Austin,No Promotion
